SEQUENCE_ID,TYPE,DOMAINS,TP,FP,FN,Sens,PPV,Jaccard
E010_059,E,10,5,16,5,0.5,0.2381,0.19231
E010_060,E,10,6,10,4,0.6,0.375,0.3
E010_061,E,10,4,19,6,0.4,0.17391,0.13793
E010_062,E,10,5,17,5,0.5,0.22727,0.18519
E010_063,E,10,5,12,5,0.5,0.29412,0.22727
E010_064,E,10,7,7,3,0.7,0.5,0.41176
E010_065,E,10,3,23,7,0.3,0.11538,0.09091
E010_066,E,10,6,13,4,0.6,0.31579,0.26087
E010_067,E,10,6,14,4,0.6,0.3,0.25
E010_068,E,10,7,10,3,0.7,0.41176,0.35
E010_069,E,10,5,19,5,0.5,0.20833,0.17241
E010_070,E,10,5,10,5,0.5,0.33333,0.25
E010_071,E,10,4,14,6,0.4,0.22222,0.16667
E010_072,E,10,6,14,4,0.6,0.3,0.25
E010_073,E,10,5,11,5,0.5,0.3125,0.2381
E010_074,E,10,2,26,8,0.2,0.07143,0.05556
E010_075,E,10,5,12,5,0.5,0.29412,0.22727
E010_076,E,10,4,17,6,0.4,0.19048,0.14815
E010_077,E,10,5,18,5,0.5,0.21739,0.17857
E010_078,E,10,5,14,5,0.5,0.26316,0.20833
E010_079,E,10,8,5,2,0.8,0.61538,0.53333
E010_080,E,10,3,21,7,0.3,0.125,0.09677
E010_081,E,10,7,8,3,0.7,0.46667,0.38889
E010_082,E,10,6,17,4,0.6,0.26087,0.22222
E010_083,E,10,6,12,4,0.6,0.33333,0.27273
E010_084,E,10,5,12,5,0.5,0.29412,0.22727
E010_085,E,10,4,20,6,0.4,0.16667,0.13333
E010_086,E,10,7,9,3,0.7,0.4375,0.36842
E010_087,E,10,5,15,5,0.5,0.25,0.2
E010_088,E,10,2,20,8,0.2,0.09091,0.06667
E010_089,E,10,6,8,4,0.6,0.42857,0.33333
E010_090,E,10,5,19,5,0.5,0.20833,0.17241
E010_091,E,10,7,9,3,0.7,0.4375,0.36842
E010_092,E,10,5,13,5,0.5,0.27778,0.21739
E010_093,E,10,8,6,2,0.8,0.57143,0.5
E010_094,E,10,3,21,7,0.3,0.125,0.09677
